Nome atribuído,Estágio da Instrução (Portaria 11/86),CÓDIGO IPHAN
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Schwisky, Otto ",TOMBADO,SC4209102BIED00005,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Estação Ferroviária,TOMBADO,SC4209102BIOE00001,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Barzan, João Félix",TOMBADO,SC4211702BIED00001,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Raduenz, Walter",TOMBADO,SC4213203BIED00008,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Sítio Tribess,TOMBADO,SC4213203BICA00001,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Hardt, Erich",TOMBADO,SC4213203BIED00010,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Lümke, Helmut (casa de taipa)",TOMBADO,SC4213203BIED00009,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Siewert, Ovídio ",TOMBADO,SC4213203BIED00007,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Voigt, Ella ",TOMBADO,SC4213203BIED00005,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Wacholz, Felipe ",TOMBADO,SC4213203BIED00004,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Wunderwald,TOMBADO,SC4213203BIED00003,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Comércio Haut,TOMBADO,SC4213203BIED00002,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Comércio Weege,TOMBADO,SC4213203BIED00001,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Conjunto Rural de Testo Alto,TOMBADO,SC4213203PSPS00001,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Arndt, Erwin (Casa da Crista)",TOMBADO,SC4213203BIED00011,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Siewert, Wendelin, em Testo Alto",TOMBADO,SC4213203BIED00006,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Cancelier, Ivanir",TOMBADO,SC4219002BIED00001,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Neumann,TOMBADO,SC4215802BIED00002,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Antiga Escola nº1, em Itoupava Central",TOMBADO,SC4202404BIED00004,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Salão Hammermeister,TOMBADO,SC4218202BIED00001,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Ewald, na Via Hass",TOMBADO,SC4218202BIED00006,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Schlagenhaufer, em Bela Aliança",TOMBADO,SC4215802BIED00004,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Struck, Waldemiro, em Bela Aliança",TOMBADO,SC4215802BIED00003,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Eichendorf, Edeltraud",TOMBADO,SC4215802BIED00001,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Propriedade Bez Fontana,TOMBADO,SC4219002BICA00001,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Conjunto Irmãos Stoltenberg,TOMBADO,SC4219200BICA00001,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Igreja da Liberdade e Cemitério, em Alto Liberdade",TOMBADO,SC4202206BIED00001,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Hoerning, Alcides, em Vila toupava",TOMBADO,SC4202404BIED00010,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Beneficência Misericórdia  (maternidade), em Vila toupava",TOMBADO,SC4202404BIED00006,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Bauer, Nelson",TOMBADO,SC4202404BIED00009,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Hein, Hary (Tangerina), em Vila Itoupava",TOMBADO,SC4202404BIED00008,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Ulrich, Helmut, em São Pedro",TOMBADO,SC4206306BIED00001,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa de Pedra da Família Bratti,TOMBADO,SC4211603BIED00001,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Radoll, Invalt",TOMBADO,SC4218202BIED00002,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Escola Rural,TOMBADO,SC4214706BICA00001,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa do Professor,TOMBADO,SC4218202BIED00007,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Reinecke, Érica",TOMBADO,SC4218202BIED00005,
"Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Casa Zimath, Norberto",TOMBADO,SC4218202BIED00004,
Edificações e Núcleos Urbanos e Rurais relacionados com a imigração em Santa Catarina  Igreja São Judas Tadeu,TOMBADO,SC4219150BIED00001,
Casa de Chico Mendes e seu acervo,TOMBADO,AC1200708BIED00001,
Espaço Lúcio Costa,TOMBADO,DF5300108BIED00009,
Memorial dos Povos Indígenas,TOMBADO,DF5300108BIED00007,
Teatro Nacional,TOMBADO,DF5300108BIED00016,
Capela Nossa Senhora de Fátima,TOMBADO,DF5300108BIED00020,
Palácio do Planalto,TOMBADO,DF5300108BIED00003,
Casa de Chá,TOMBADO,DF5300108BIED00019,
Congresso Nacional,TOMBADO,DF5300108BIED00017,
Conjunto Cultural da República:  Museu da República Honestino Guimarães e Biblioteca Nacional Leonel de Moura Brizola ,TOMBADO,DF5300108BICA00006,
Conjunto Cultural Funarte,TOMBADO,DF5300108BICA00005,
Edifício do Touring Club do Brasil,TOMBADO,DF5300108BIED00010,
Pombal,TOMBADO,DF5300108BIED00013,
Espaço Oscar Niemeyer,TOMBADO,DF5300108BIED00008,
Memorial JK,TOMBADO,DF5300108BIED00006,
Blocos Ministeriais e anexos,TOMBADO,DF5300108BICA00001,
Museu da Cidade,TOMBADO,DF5300108BIED00005,
Conjunto do Palácio da Alvorada (incluindo a capela),TOMBADO,DF5300108BICA00002,
Palácio da Justiça,TOMBADO,DF5300108BIED00004,
Praça dos Três Poderes,TOMBADO,DF5300108BICA00004,
Palácio do Itamaraty e anexos,TOMBADO,DF5300108BICA00003,
Palácio Jaburu,TOMBADO,DF5300108BIED00011,
Panteão da Liberdade e Democracia,TOMBADO,DF5300108BIED00012,
Quartel General do Exército,TOMBADO,DF5300108BIED00014,
Supremo Tribunal Federal,TOMBADO,DF5300108BIED00015,
Passarela do Samba,TOMBADO,RJ3304557BIED00111,
"Salvador, BA: Conjunto Arquitetônico, Urbanístico e Paisagístico da Cidade Baixa de Salvador",TOMBADO,BA2927408BICU00012,
Núcleo Histórico de Porto Nacional,RERRATIFIC.,TO1718204BICU00001,
Conjunto Histórico e Paisagístico de Parnaíba,TOMBADO,PI2207702BICU00002,
Conjunto da Estação Ferroviária de Teresina,TOMBADO,PI2211001BICA00001,
Centro Histórico de Natal,TOMBADO,RN2408102BICU00001,
Igreja Nossa Senhora de Lourdes,TOMB. PROVIS.,PI2211001BIED00002,
"Estabelecimento das Fazendas Nacionais do Piauí: Estabelecimento Rural São Pedro de Alcântara, no Município de Floriano.",TOMBADO,PI2203909BIED00002,
"Estabelecimento das Fazendas Nacionais do Piauí: Fábrica de Manteiga e Queijo, no Município de Campinas do Piauí",TOMBADO,PI2202109BICA00001,
Conjunto Histórico e Paisagístico de Piracuruca,TOMBADO,PI2208304BICU00001,
Praça da República/Jardins do Palácio Campo das Princesas  Jardins de Burle Marx na Cidade de Recife,TOMBADO,PE2611606PSJD00006,
Praça de Casa Forte  Jardins de Burle Marx na Cidade de Recife,TOMBADO,PE2611606PSJD00002,
Praça do Derby  Jardins de Burle Marx na Cidade de Recife,TOMBADO,PE2611606PSJD00005,
Praça Euclides da Cunha  Jardins de Burle Marx na Cidade de Recife,TOMBADO,PE2611606PSJD00003,
Praça Faria Neves  Jardins de Burle Marx na Cidade de Recife,TOMBADO,PE2611606PSJD00001,
Praça Salgado Filho  Jardins de Burle Marx na Cidade de Recife,TOMBADO,PE2611606PSJD00004,
"Bens Culturais da Imigração Japonesa no Vale do Ribeira  Engenho, Sede Social e Residência Colônia Katsura",TOMBADO,SP3520301BICA00001,
Bens Culturais da Imigração Japonesa no Vale do Ribeira  Fábrica de chá Amaya,TOMBADO,SP3542602BIED00007,
Bens Culturais da Imigração Japonesa no Vale do Ribeira  Fábrica de Chá Kawagiri,TOMBADO,SP3542602BIED00006,
Bens Culturais da Imigração Japonesa no Vale do Ribeira  Fábrica de Chá e Residência Shimizu,TOMBADO,SP3542602BICA00001,
Bens Culturais da Imigração Japonesa no Vale do Ribeira  Residência Fukasawa,TOMBADO,SP3542602BIED00003,
Bens Culturais da Imigração Japonesa no Vale do Ribeira  Residência Gozo Okiyama,TOMBADO,SP3542602BIED00002,
Bens Culturais da Imigração Japonesa no Vale do Ribeira  Residência Senhora Susu Okiyama,TOMBADO,SP3542602BIED00001,
Bens Culturais da Imigração Japonesa no Vale do Ribeira  Residência Família Hokugawa,TOMBADO,SP3542602BIED00004,
Bens Culturais da Imigração Japonesa no Vale do Ribeira  Residência Família Amaya,TOMBADO,SP3542602BIED00008,
Igreja de São Francisco Xavier ,TOMBADO,SP3542602BIED00009,
Sede da Kaigai Kogyo Kabushiki KaishaKKKK ,TOMBADO,SP3542602BIED00010,
Bens Culturais da Imigração Japonesa no Vale do Ribeira  Igreja Episcopal Anglicana,TOMBADO,SP3542602BIED00005,
Bens Culturais da Imigração Japonesa no Vale do Ribeira  Primeiras mudas de chá variedade Assam,TOMBADO,SP3542602BMCL00001,
Acervo do Museu de Artes e Ofícios,TOMBADO, MG3106200BMAC00001,
Vila Serra do Navio,Tombado,AP1600055BICU00001,
Núcleo urbano de Santa Tereza,TOMBADO,RS4317251BICU00001,
Conjunto Histórico e Paisagístico de Jaguarão,TOMBADO,RS4311007BICU00001,
Ponte Internacional Mauá,TOMBADO,RS4311007BIOE00001,
Ponte Ferroviária Eurico Gaspar Dutra sobre o Rio Paraguai,TOMBADO,MS5003207BIOE00001,
Centro Histórico de Novo Hamburgo (incluindo coleção pertencente à Fundação Ernesto Scheffel),TOMB. EMERG.,RS4313409BICU00001,
"Monumento aos Mortos da II Guerra Mundial, ou Monumento aos Pracinhas",TOMBADO,RJ3304557BIED00003,
Conjunto Histórico e Paisagístico de Iguape  SP,TOMBADO,SP3520301BICU00001,
TERREIRO OBÁ OGUNTÉSÍTIO PAI ADÃO,TOMBADO,PE2611606BICA00003,
Conjunto Histórico e Paisagístico de São Luis do Paraitinga,TOMBADO,SP3550001BICU00001,
Centro Histórico de Paracatu,TOMBADO,MG3147006BICU00001,
Coleção de artilharia do antigo Arsenal de Marinha – 4º Distrito Naval,TOMB. PROVIS.,PA1501402BMCL00002,
"Ponte Pênsil Affonso Penna, no Município de Itumbiara, Estado de Goiás",TOMBADO,GO5211503BIOE00001,
Encontro das Águas dos Rios Negro e Solimões,TOMB. APROV.,AM1302603PSPS00001,
"Prédio à praça da República, 26 (antiga sede do Arquivo Nacional).",TOMBADO,RJ3304557BIED00114,
Conjunto Histórico e Paisagístico de Oeiras,TOMBADO,PI2207009BICU00002,
TEATRO CULTURA ARTÍSTICA,TOMBADO,SP3550308BIED00015,
CASTELO ASSIS BRASIL,TOMB. EMERG.,RS4314175BIED00001,
Centro Histórico de Antonina,TOMBADO,PR4101200BICU00001,
CONJUNTO DAS FORTIFICAÇÕES BRASILEIRAS  Ruínas do Forte Vera Cruz ou do Calvário,TOMBADO,MA2109601BIED00003,
"CONJUNTO DAS FORTIFICAÇÕES BRASILEIRAS  Forte da Vila de Óbidos, incluindo 13 canhões",TOMBADO,MS5005202BICA00001,
"CONJUNTO DAS FORTIFICAÇÕES BRASILEIRAS  Base Fluvial de Ladário, incluindo 15 (quinze) peças de artilharia a carregar pela boca",TOMBADO,MS5003207BIED00003,
CONJUNTO DAS FORTIFICAÇÕES BRASILEIRAS  Forte Junqueira,TOMBADO,PA1505106BIED00001,
CONJUNTO DAS FORTIFICAÇÕES BRASILEIRAS   Vestígios do Forte da Serra da Escama e Quartel General Gurjão,TOMBADO,PA1505106BICA00001,
CONJUNTO DAS FORTIFICAÇÕES BRASILEIRAS  Forte de São Joaquim do Rio Branco,TOMBADO, RR1400159BIED00001,
Centro Histórico de Manaus,TOMBADO,AM1302603BICU00001,
"Saveiro de vela de içar, de nome Sombra da Lua ",TOMBADO,BA2927408BMAR00005,
"Canoa Costeira, de nome Dinamar",TOMBADO,MA2111300BMAR00001,
"Canoa de Pranchão, de nome Tradição",TOMBADO,RS4315602BMAR00001,
ACERVO DO MUSEU NACIONAL DO MAR,TOMBADO,SC4216206BMAR00001,
TERREIRO ZOGBODO MALE BOGUN SEJA UNDE (Roça do Ventura),TOMBADO, BA2904902BIED00030,
Antiga Rodoviária,TOMBADO,SEM CADASTRO SICG?,
Coleção Nemirovsky,TOMBADO,SP3550308BMCL00004,
Plataformas de embarque da Estação Barão de Mauá e da Estação e Oficinas de Praia Formosa,TOMB. PROVIS.,RJ3304557BIED00104,
"Edifício ""A Noite"", localizado no Praça Mauá, nº 7, Município do Rio de Janeiro",TOMBADO,RJ3304557BIED00096,
Coleção de Postais de Elysio Custódio Gonçalves de Oliveira Belchior,TOMB. EMERG.,RJ3304557BMCL00005,
Santuário Matriz do Divino Pai Eterno,TOMBADO,GO5221403BIED00001,
"Casa da Flor, sita à Estrada dos Passageiros, 232, Município de São Pedro da Aldeia, Estado do Rio de Janeiro",TOMBADO,RJ3305208BIED00002,
"Prédio das Antigas Docas Dom Pedro II, incluindo sua Pedra Fundamental e objetos contidos no interior da ""Capsula do Tempo""",TOMBADO,RJ3304557BIED00112,
Conjunto Arquitetônico e Paisagístico do Museu Mariano Procópio,HOMOLOGADO,MG3136702BICA00001,
Sítios Arqueológicos de Estrutura de Terra Geoglifos,TOMBADO,SEM CADASTRO SICG?,
Sesc Pompeia,TOMBADO,SP3550308BICA00008,
Edifício Sede do IAB  Departamento de São Paulo,TOMBADO,SP3550308BIED00016,
Terreiro Aganjú Didê da Nação NagôTedô (Terreiro Ilê Axé Icimimó Aganju Didè),HOMOLOGADO,BA2904902BICA00004,
Acervo da Fundação Ernesto Frederico Scheffel,TOMB. EMERG.,RS4313409BMAC00001,
Acervo Arthur Bispo do Rosário,TOMBADO,RJ3304557BMAC00008,
Coleção Perseverança e Auxílio,TOMB. PROVIS.,SEM CADASTRO SICG?,
Conjunto Desportivo Constâncio Vaz Guimarães,TOMB. PROVIS.,SP3550308BICA00013,
"Igreja de Nossa Senhora do Rosário, com todo o seu recheio",TOMBADO,MT5103403BIED00001,
Capela de Nossa Senhora de Santana,TOMBADO,BA2913606BIED00001,
"Imóvel situado na Rua Santa Cruz, 325, constituído pela casa, o jardim e o bosque que o circundam ( Casa modernista  de Warchavchik) (BEM FILHO)",Tombado (bem filho),SP3550308BIED00009,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,
